"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Aruba","ABW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2888834429933","36.1778716055524","50.8261396015697","52.2577922609753","","","","","","","","","","","","","","","70.3583452575361","73.3667623917981","","",
"Andorra","AND","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.90087554977549","","","",
"Argentina","ARG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Armenia","ARM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.901271908939","108.708451123558","115.057522761831","117.513735288627","135.564481231893","88.8518335610238","84.2706243364153","73.4906571174202","73.7689564859368","80.8170427850237","75.2890925941063","77.881732262796","72.4810646481255","77.4259812240692","86.6174091692038","","",
"Australia","AUS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2461555213494","11.9335125296819","14.1570531084561","17.884397073663","20.1885923084341","","","","","31.1444063052707","29.6097637757141","27.4496930749368","25.3035620424005","24.6521880307723","22.6057340591901","22.5523117289943","21.6548338202006","20.2724640922419","18.28626416773","24.0018934268021","29.2400244951553","30.5135780024755","40.4096305062822","38.3391837878014","42.5642473558891","","",
"Austria","AUT","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4083037055265","80.1487203394301","85.3668438294817","83.4986801450478","","","",
"Azerbaijan","AZE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57653797474662","6.29501240116287","6.38557579182856","","","","","","",
"Burundi","BDI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7936648764972","103.991579904102","117.630979428415","117.012589933937","128.919219059812","144.097681489928","134.247082847141","151.277211394303","162.561440491875","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46406246094191","4.07376080977876","4.04342716255275","4.4884981151944","4.57192485669401","4.63476734723967","4.88232047064402","5.78084486922304","5.74729113785857","6.20019981492552","6.46536700978228","6.74465100809516","6.69045255105064","6.88615943092983","6.99998125277024","7.04666226618142","6.80244203413864","6.62267831888893","6.75764031498091","7.22229501541225","7.02261432126223","7.59140642083764","8.10841081073269","","","","",
"Benin","BEN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4618431575804","31.863991518402","31.2044521104432","","","","","","","","","","","","","",
"Bulgaria","BGR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9633622101085","14.0877460459853","14.4036157723719","17.0979644921078","","","","",
"Bahrain","BHR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.72736418511066","16.3795586794953","21.2998208687864","19.347414718969","17.8800029674213","16.986451622554","15.8131027247135","16.9605823750437","21.1646810889854","23.6915052697933","25.7449922277885","27.1047507060702","28.2658072668444","32.4533334441207","29.3985431420081","","20.2537403526926","7.54545632569935","7.29263319916957","15.6294022913075","30.3067895852274","35.9360986783734","","43.9378397574793","","","",
"Bahamas, The","BHS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8725272457137","49.1458416935329","","","","",
"Belarus","BLR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6354786371011","5.18613242398409","75.954859159679","16.8801162413326","11.5201168478601","12.1714657548549","20.1805397650197","15.1031189462403","15.0144518163306","11.440616774975","12.3366860124798","","","6.57022058767027","6.64440183178372","8.9092608163614","10.6566343685377","19.1851840087147","19.5937150566787","40.7548518783124","25.224401368516","24.6296972149743","25.4225924145223","38.8690173347019","",
"Belize","BLZ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0634305774119","28.6434802063992","32.960172244819","35.3265313139531","37.1674972975588","36.3108902435642","38.8322873137738","","","","","","67.2689137874747","87.9989242199696","103.990895977322","92.2030346613413","87.6590062024538","84.7394269042862","78.7395484195155","81.9089042320514","80.0963074741688","76.7766975397269","74.4711439434734","76.5271550555984","75.9657763812499","","",
"Bermuda","BMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1717239568102","57.411379214187","47.8828063678676","46.5365055204049","47.0751922918139","56.2575827502911","60.1091978561596","68.339852256336","","","","","","","","","","","","","","","",
"Brazil","BRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.9523542717218","62.4516820616242","60.6559322246457","63.8078150877277","61.3187646811224","59.3786174503498","59.9596768422512","57.3916406311277","59.3992277946917","","",
"Barbados","BRB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5154985867173","61.1233206831751","68.7067702013255","74.0605950928631","84.317444074612","97.5150074184049","107.117546949748","120.009298007019","128.915401352788","","","",
"Brunei Darussalam","BRN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1880192526389","47.4653512960086","45.4804885550539","39.3324210003702","32.9392012291965","27.08988148767","36.299846850237","30.7408747223376","29.969266259208","34.3907413132198","39.1259100037186","69.9474057236416","56.368965196401","68.7892850163564","75.2359487498992","79.5339171539796","74.8832369378622","62.7952543120532","60.4102550051147","56.7763136832133","54.8829606742348","62.5299587992937","72.5156742224457","96.1392467526552","90.6514490680559","","",
"Botswana","BWA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3711032492715","12.1168020575228","12.5321505732804","12.4450599461028","12.0423976352474","10.972076070214","11.1567555492122","","","","","","","","","","","","","","21.630458294179","19.8577826569864","18.8503140154576","","","","",
"Central African Republic","CAF","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.7797768244307","67.472717314048","70.7247992022558","75.2209216124458","75.9662675568424","77.3549922615091","78.1025713428928","75.0066932034667","72.1942398071045","66.0424149987655","58.5020591810447","57.0877812898672","53.7877947155497","50.9576386750539","46.5480949955603","45.6753148138216","42.9036990176296","38.7823063020008","43.7322851699686","52.1541568173336","52.265495318961","53.011940639192","54.7753795243383","51.8718756490485","50.704014053419","54.7872018587316","",
"Central Europe and the Baltics","CEB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.306197440649","25.5452115426364","26.357444143282","30.9862780374532","","","40.5955723922129","41.3631388552944","42.616572481458","43.269746396729","41.0206677007836","42.6671761007316","45.4972914175912","46.3879700492901","48.6919687054127","52.498791547092","54.2643772404899","","","",
"Switzerland","CHE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7577134576861","14.5031772762966","17.8187075803349","18.9640335876975","20.3281105912404","21.7024875746036","23.3322198266827","25.6326073058814","23.4816230244863","23.5642895637742","22.7158312664923","32.7869371166365","31.9643815594114","36.2674313046385","38.2580164374097","33.7070647484059","28.6027139100571","26.20416344062","24.4153427713153","23.8086846116249","24.2698741617683","","","","","",
"Channel Islands","CHI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.065442627283","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289.844727084861","120.30218039096","128.77522999707","103.98722362931","169.786580536823","232.936235755677","243.595506269697","152.187001902338","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283.745256330642","","","","0.213918151392854","","","","","","","","","","","","","",
"Colombia","COL","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40391553558507","19.0653505130053","17.7090216321065","","","52.5354205952832","","","","","64.764938539743","68.5788424549152","72.337792613229","62.7718109499856","65.4503129801084","58.6254413063351","","","",
"Comoros","COM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2540039315702","30.3293746106931","40.4024772000826","40.2721730158835","38.6669745554812","39.4903699636403","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.996227413711","55.4687913394909","","","","","","","","","",
"Cuba","CUB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.6187458378789","96.3842337020678","95.8339898010768","100.330442275555","91.6683134055663","","","","","","","","","","","","","","","","92.6884116168813","102.909417113085","119.217650382699","145.854665474495","","","",
"Czech Republic","CZE","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0032484073289","14.240818470208","12.3343554108404","10.2240290584579","9.79808130912077","9.79395469122141","10.9085951816922","12.6453766495408","14.2120413832556","14.80785782279","17.5304328951939","19.2633909590994","21.0736924688119","22.6634248906015","23.1247352758572","24.4160528133815","29.5898824705934","33.5564519984187","36.2587712937449","40.6395508079978","40.6129335150098","38.2096612806746","","",
"Germany","DEU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0100829162179","","","","","","","","","","","","","","","","","","","","53.8479725277707","53.3842374737341","55.1597746405343","52.2333559782609","","","",
"Djibouti","DJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5258936243836","78.8471745406462","68.6146520892238","77.51","74.8861480075901","66.9851530453854","60.560328538974","53.6872112222281","56.6920660582683","54.6393954410271","65.225290296065","64.1721529307136","64.3174570896144","","",
"Denmark","DNK","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2515262939471","66.7256164290274","78.3665134729547","75.2699971290073","","","","","","","","","","","","","","","","43.0315197684484","49.9151850874112","48.9555806387358","46.1496595780449","","","",
"Dominican Republic","DOM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0872018656025","17.9504773454499","","16.7403597954648","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8616825279407","99.5659081603643","85.8360697984359","75.0533798466763","74.680407127762","80.4982377144541","62.0678071644733","56.9632262737422","47.3337896462774","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.271632967872","","","","","","","","","","18.1687565630997","23.0213412375258","22.9057306323903","22.477212234179","22.2634242268614","21.4610371629105","22.498599727197","","",
"Europe & Central Asia","ECS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2715367774913","64.3086694061041","73.1658652200327","75.9668877624483","","","",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.9043811073391","71.6517259681999","82.5965518300794","88.1112880665101","","","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.22800390997","35.2608890680251","37.0848614104403","46.826005463672","48.2356505098531","55.3985415605536","61.0846090985098","60.6768830099083","61.0415825630548","55.9459969551552","53.4387642676983","49.1755854576229","47.542865576921","42.8489095883864","40.9465758547515","37.9585126677742","33.7246779841544","29.7212172578453","33.8680021207536","46.080567654402","53.6144907129436","61.8320218457735","83.4509462112741","96.4723345683963","","","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.628433348390661","0.565510766853115","0.536487183838853","0.263660454293338","0.350529613446249","","","","","","","","","","","0.519274300094964","0.387819032042257","0.627895262933332","0.63413858376314","","","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.3529569208809","50.8858787649859","44.3811735667036","73.2874344892619","92.5041549448277","82.6296763565148","72.1500093626094","69.4216870598482","77.9616791099719","85.5546979166054","","","","","","","","","","","","","","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9133923541523","72.7393761933996","81.7511170571397","85.4732881500862","","","",
"Fragile and conflict affected situations","FCS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4697492426661","17.0031065923779","34.0788080381459","51.6006709400119","58.2352177727349","","","","","","","","","","","","","","","","46.8107963655799","47.8912373202485","52.4653015871427","53.5310665001131","","","",
"Fiji","FJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8418217433888","33.6867480345741","36.5528455284553","36.6378536147283","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.2784835082245","79.483451529755","88.9239643514465","88.5793492607987","","","",
"Faroe Islands","FRO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7928071367676","25.6959088814169","24.387045368309","25.2843282439673","27.2327998939341","26.4471499935387","23.477919150381","","",
"Gabon","GAB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2033709452908","29.1948960284953","30.3997500632281","35.3135500060757","40.4800884599488","44.631899274006","44.3292641953186","45.2712080140171","46.7498990113311","43.1029029430917","42.9417049154241","38.7324364723468","39.1724057947285","39.316543375221","42.6383696816704","44.6026951184415","44.2183665786415","45.2672628340377","55.7362880149746","69.7613426884174","83.1913352441653","96.89364320747","101.288801965799","97.8373878956956","109.660627277117","","",
"Georgia","GEO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4057478905204","56.9044515955438","71.9371804721435","69.938113606046","66.6691828995276","64.9581962294659","53.8060493692922","43.8362208108595","40.923495728943","27.9581002971939","22.68712594988","27.0177714560862","34.611451760253","36.7997200916922","32.4597615412752","32.5306981139254","33.920660852604","35.3784896169107","41.3654700843913","",
"Ghana","GHA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gibraltar","GIB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
